Ваш муниципалитет;УИК;Адрес для голосования: ;Место голосования
Московская застава;1281;Московский проспект, дом 96;лицей №373
Московская застава;1282;Благодатная улица, дом 20;библиотека №4
Московская застава;1283;Варшавская улица, дом 30;школа №1
Московская застава;1284;Московский проспект, дом 112;лицей №373
Московская застава;1285;Благодатная улица, дом 36;школа №371
Московская застава;1286;Московский проспект, дом 164;Морская школа
Московская застава;1287;Московский проспект, дом 164;Морская школа
Московская застава;1288;Благодатная улица, дом 32;школа №355
Московская застава;1289;Благодатная улица, дом 32;школа №355
Московская застава;1290;Благодатная улица, дом 32;школа №355
Московская застава;1291;Фрунзе улица, дом 13;гимназия №526
Московская застава;1292;Фрунзе улица, дом 12;лицей №366
Московская застава;1293;Фрунзе улица, дом 12;лицей №366
Московская застава;1294;Фрунзе улица, дом 13;гимназия №526
Московская застава;1295;Фрунзе улица, дом 22;школа №507
Московская застава;1296;Фрунзе улица, дом 22;школа №507
Московская застава;1297;Ленсовета улица, дом 6;Информационно-методический центр
