Ваш муниципалитет;УИК;Адрес для голосования: ;Место голосования
Рыбацкое;1604;Шлиссельбургский проспект, дом 24, корпус 2;Школа №574
Рыбацкое;1605;Советский проспект, дом 36, корпус 3;"""Отделение дошкольного образования детей"" ГБОУ №574"
Сампсониевское;330;улица Комиссара Смирнова, дом 17, литера А;ГОУ СОШ №560
Сампсониевское;331;улица Выборгская, дом 3, литера А;ГОУ СОШ №107
Сампсониевское;332;улица Выборгская, дом 3, литера А;ГОУ СОШ №107
Сампсониевское;333;улица Смолячкова, дом 13;"Клуб ""Выборгская сторона"""
Сампсониевское;334;Тобольская улица, дом 12 А;СПб технический колледж управления и коммерции
Сампсониевское;335;Большой Сампсониевский проспект, дом 86;Администрация Выборгского района СПб
Сампсониевское;336;улица Александра Матросова, дом 11, литера А;ГОУ СОШ №123
Сампсониевское;337;улица Александра Матросова, дом 11, литера А;ГОУ СОШ №123
Сампсониевское;338;улица Харченко, дом 27, литера А;ГОУ СОШ №104
Сампсониевское;339;улица Харченко, дом 27, литера А;ГОУ СОШ №104
Сампсониевское;340;улица Харченко, дом 27, литера А;ГОУ СОШ №104
Сампсониевское;341;улица Харченко, дом 27, литера А;ГОУ СОШ №104
Сампсониевское;342;Большой Сампсониевский проспект, дом 86;Администрация Выборгского района СПб
Сампсониевское;343;Нейшлотский переулок, дом 2, литера А;ГБОУ гимназия №107
Светлановское;344;Болотная улица, дом 18, литера А;ГОУ СОШ №76
Светлановское;345;Болотная улица, дом 6, литера А;ГОУ СОШ №74
Светлановское;346;Болотная улица, дом 18, литера А;ГОУ СОШ №76
Светлановское;347;проспект Раевского, дом 18, литера А;ГОУ СОШ №517
Светлановское;348;проспект Раевского, дом 18, литера А;ГОУ СОШ №517
Светлановское;349;проспект Тореза, дом 37, корпус 1, литера А;ГОУ СОШ №124
Светлановское;350;проспект Тореза, дом 37, корпус 1, литера А;ГОУ СОШ №124
Светлановское;351;проспект Пархоменко, дом 17, литера А;ГОУ СОШ №117
Светлановское;352;проспект Пархоменко, дом 17, литера А;ГОУ СОШ №117
Светлановское;353;проспект Пархоменко, дом 17, литера А;ГОУ СОШ №117
Светлановское;354;проспект Энгельса, дом 23;"СПб университетский политехнический колледж ""Радтополитехникум"""
Светлановское;355;Институтский переулок, дом 5;2-ое учебное здание, СПб государственная Лесотехническая академия
Светлановское;356;проспект Пархоменко, дом 24/9;"ГУ ""ЖА Выборгского района"""
Светлановское;357;2-ой Муринский проспект, дом 43;Невский политехнический лицей им. А.Г. Неболсина
Светлановское;"358 ""Д.М. Карбышева""";Новороссийская улица, дом 48;СПб государственный торгово-экономический институт
Светлановское;359;проспект Энгельса, дом 23;"СПб университетский политехнический колледж ""Радтополитехникум"""
Светлановское;360;улица Орбели, дом 24, литера А;ГОУ СОШ №105
Светлановское;361;Светлановский проспект, дом 31, литера А;ГОУ СОШ №534
Светлановское;362;Светлановский проспект, дом 31, литера А;ГОУ СОШ №534
Светлановское;363;улица Орбели, дом 24, литера А;ГОУ СОШ №105
Светлановское;364;Дрезденская улица, дом 19, литера А;ГОУ СОШ №97
Светлановское;365;Дрезденская улица, дом 19, литера А;ГОУ СОШ №97
Светлановское;366;улица Гданьская, дом 19, корпус 2;"домоуправление №7 ГУ ""ЖА Выборгского района"""
Светлановское;367;Дрезденская улица, дом 19, литера А;ГОУ СОШ №97
Светлановское;368;проспект Тореза, дом 94, корпус 1, литера А;ГОУ СОШ №92
Светлановское;369;проспект Энгельса, дом 42;Колледж туризма и гостиничного сервиса
Светлановское;370;проспект Энгельса, дом 42;Колледж туризма и гостиничного сервиса
Светлановское;371;Ярославский проспект, дом 20, литера А;Центр образования №100
Светлановское;372;Костромской проспект, дом 46;Педагогический колледж №4
Светлановское;373;проспект Тореза, дом 94, корпус 1, литера А;ГОУ СОШ №92
Светлановское;374;проспект Тореза, дом 94, корпус 1, литера А;ГОУ СОШ №92
Светлановское;375;улица Поклонногорская, дом 17/2, литера А;здание школы №102
Светлановское;376;улица Сикейроса, дом 19, корпус 1, литера А;ГОУ СОШ №468
Северный;469;проспект Культуры, дом 27, корпус 3;ГБОУ СОШ №69
Северный;470;улица Демьяна Бедного, дом 22, корпус 5;ГБОУ СОШ №81
Северный;471;улица Демьяна Бедного, дом 22, корпус 5;ГБОУ СОШ №81
Северный;472;проспект Культуры, дом 27, корпус 3;ГБОУ СОШ №69
Северный;473;проспект Культуры, дом 27, корпус 3;ГБОУ СОШ №69
Северный;474;проспект Культуры, дом 27, корпус 3;ГБОУ СОШ №69
Северный;475;улица Демьяна Бедного, дом 22, корпус 5;ГБОУ СОШ №81
Северный;476;улица Демьяна Бедного, дом 12, корпус 2;ГБОУ СОШ №172
Северный;477;улица Демьяна Бедного, дом 6, корпус 2;ГБОУ СОШ №692
Северный;478;проспект Культуры, дом 11, корпус 4;ГБОУ Гимназия №63
Северный;479;проспект Культуры, дом 11, корпус 4;ГБОУ Гимназия №63
Северный;480;улица Демьяна Бедного, дом 12, корпус 2;ГБОУ СОШ №172
Северный;481;улица Демьяна Бедного, дом 6, корпус 2;ГБОУ СОШ №692
Северный;482;проспект Культуры, дом 11, корпус 4;ГБОУ Гимназия №63
Северный;483;улица Демьяна Бедного, дом 12, корпус 2;ГБОУ СОШ №172
Семеновский;33;улица Бородинская, дом 11;ГБОУ Центр образования №195
Семеновский;34;улица Бородинская, дом 11;ГБОУ Центр образования №195
Семеновский;35;улица Можайская, дом 1;"ГКУ ""Централизованная бухгалтерия администрации Адмиралтейского района Санкт-Петербурга"""
Семеновский;36;улица Верейская, дом 20;ГБОУ СОШ №306
Семеновский;37;улица Верейская, дом 20;ГБОУ СОШ №306
Семеновский;38;улица Серпуховская, дом 39;ГБОУ СОШ №317
Семеновский;39;улица Серпуховская, дом 39;ГБОУ СОШ №317
Семеновский;40;Малодетскосельский проспект, дом 17-19/34;ГБОУ школа №522
Семеновский;41;Московский проспект, дом 24-26/49;"ФГБОУ ВО ""Санкт-Петербургский государственный технологический институт (технический университет)"
Семеновский;42;Малодетскосельский проспект, дом 23;ГБОУ СОШ №307
Сенной округ;15;переулок Бойцова, дом 3;ГБОУ СОШ №229
Сенной округ;16;улица Садовая, дом 52;ГБОУ СОШ №229
Сенной округ;17;Московский проспект, дом 9-11;"ФГБОУ ВО ""Петербургский государственный университет путей сообщения"""
Сенной округ;18;набережная реки Фонтанки, дом 113;"ФГБОУ ВО ""Петербургский государственный университет путей сообщения"""
Сенной округ;19;проспект Римского-Корсакова, дом 4/38;ГБОУ СОШ №241
Сенной округ;20;Казанская улица, дом 27;ГБОУ Вторая Санкт-Петербургская гимназия
Сенной округ;21;Казанская улица, дом 48;ГБОУ Вторая Санкт-Петербургская гимназия
Сенной округ;22;улица Гражданская, дом 26;"ГБУ ДО Дворец творчества ""У Вознесенского моста"" Адмиралтейского района Санкт-Петербурга"
Сергиевское;221;улица Есенина, дом 34, корпус 2, литера А;школа №114
Сергиевское;222;улица Есенина, дом 36, корпус 2, литера А;школа №559
Сергиевское;223;улица Есенина, дом 34, корпус 2, литера А;школа №114
Сергиевское;224;улица Есенина, дом 34, корпус 2, литера А;школа №114
Сергиевское;225;улица Есенина, дом 34, корпус 2, литера А;школа №114
Сергиевское;226;улица Есенина, дом 36, корпус 2, литера А;школа №559
Сергиевское;227;Сиреневый бульвар, дом 8, корпус 2, литера А;школа №110
Сергиевское;228;Сиреневый бульвар, дом 8, корпус 2, литера А;школа №110
Сергиевское;229;проспект Просвещения, дом 46, корпус 4, литера А;школа №605
Сергиевское;230;проспект Просвещения, дом 46, корпус 4, литера А;школа №605
Сергиевское;231;проспект Просвещения, дом 46, корпус 4, литера А;школа №605
Сергиевское;232;проспект Художников, дом 24, корпус 2, литера А; школа №120
Сергиевское;233;проспект Художников, дом 24, корпус 2, литера А; школа №120
Сергиевское;234;проспект Художников, дом 24, корпус 2, литера А; школа №120
Сергиевское;235;Поэтический бульвар, дом 3, корпус 2, литера А;школа №135
Сергиевское;236;Поэтический бульвар, дом 3, корпус 2, литера А;школа №135
Сергиевское;237;Поэтический бульвар, дом 3, корпус 2, литера А;школа №135
Сергиевское;238;Поэтический бульвар, дом 5, корпус 3, литера А;школа №115
Сергиевское;239;Поэтический бульвар, дом 5, корпус 3, литера А;школа №115
Сергиевское;240;улица Есенина, дом 24, литера А;школа №518
Сергиевское;241;улица Есенина, дом 24, литера А;школа №518
Сергиевское;242;улица Есенина, дом 24, литера А;школа №518
Сергиевское;243;улица Есенина, дом 22, корпус 3, литера А;школа №623
Сергиевское;244;улица Есенина, дом 22, корпус 3, литера А;школа №623
Смольнинское;2233;Чайковского улица, дом 79;"Подростково-молодёжный клуб ""На Фурштатской"""
Смольнинское;2234;Фурштатская улица, дом 29 А;школа №197
Смольнинское;2235;Фурштатская улица, дом 29 А;школа №197
Смольнинское;2236;Шпалерная улица, дом 50 А;"гимназия ""Альма-Матер"""
Смольнинское;2237;Таврическая улица, дом 10;"концертный зал ""Ассамблея"""
Смольнинское;2238;Кавалергардская улица, дом 9;школа №18
Смольнинское;2239;Лафонская улица, дом 1;гимназия №157
Смольнинское;2240;Лафонская улица, дом 1;гимназия №157
Смольнинское;2241;Кирочная улица, дом 28 А;школа №183
Смольнинское;2242;Кирочная улица, дом 32-34;помещение Совета ветеранов
Смольнинское;2243;Кирочная улица, дом 54;школа №163
Смольнинское;2244;Новгородская улица, дом 20, лит. А;АДК «Невская Ратуша»
Смольнинское;2245;Ковенский переулок, дом 10;"школа №620 ""Росток"""
Смольнинское;2246;Восстания улица, дом 8;школа №209
Смольнинское;2247;Греческий проспект, дом 21;гимназия №155
Смольнинское;2248;Новгородская улица, дом 20, лит. А;АДК «Невская Ратуша»
Смольнинское;2249;Греческий проспект, дом 21;гимназия №155
Смольнинское;2250;6-я Советская улица, дом 3;Санкт-Петербургский центр детского технического творчества
Смольнинское;2251;Восстания улица, дом 8;школа №209
Смольнинское;2252;Прудковский переулок, дом 1/8;гимназия №166
Смольнинское;2253;5-я Советская улица, дом 42;Государственное бюджетное нетиповое образовательное учреждение Дворец учащейся молодежи Санкт-Петербурга
Смольнинское;2254;2-я Советская улица, дом 27/2;филиал №9 библиотеки им. Н.А.Некрасова
Смольнинское;2255;2-я Советская улица, дом 27/2;филиал №9 библиотеки им. Н.А.Некрасова
Смольнинское;2256;9-я Советская улица, дом 31;школа №178
Смольнинское;2257;Моисеенко улица, дом 19;школа №5
Смольнинское;2258;8-я Советская улица, дом 58;школа №80
Смольнинское;2259;9-я Советская улица, дом 31;школа №178
Смольнинское;2260;Херсонская улица, дом 9;школа №167
Смольнинское;2261;Херсонская улица, дом 9;школа №167
Смольнинское;2262;Невский проспект, дом 169;гимназия №168
Сосновая Поляна;1085;Ветеранов проспект, дом 173, корпус 4;здание школы №385
Сосновая Поляна;1086;Пионерстроя улица, дом 9, корпус 1;здание школы №385
Сосновая Поляна;1087;Пионерстроя улица, дом 9, корпус 1;здание школы №385
Сосновая Поляна;1088;Пионерстроя улица, дом 9, корпус 1;здание школы №385
Сосновая Поляна;1089;Пионерстроя улица, дом 10, корпус 2;здание школы №290
Сосновая Поляна;1090;2-я Комсомольская улица, дом 23, корпус 1;здание поликлиники №105
Сосновая Поляна;1091;Ветеранов проспект, дом 151, корпус 3;здание школы №352
Сосновая Поляна;1092;Ветеранов проспект, дом 151, корпус 3;здание школы №352
Сосновая Поляна;1093;Пионерстроя улица, дом 10, корпус 2;здание школы №290
Сосновая Поляна;1094;Ветеранов проспект, дом 173, корпус 4;здание школы №385
Сосновая Поляна;1095;Пограничника Гарькавого улица, дом 22, корпус 1;"здание кинотеатра ""Восход"""
Сосновая Поляна;1096;Пограничника Гарькавого улица, дом 11, корпус 2;здание дома детского творчества
Сосновая Поляна;1097;Пограничника Гарькавого улица, дом 11, корпус 2;здание дома детского творчества
Сосновая Поляна;1098;Пограничника Гарькавого улица, дом 14;здание стоматологической поликлиники №28
Сосновая Поляна;1099;Ветеранов проспект, дом 135, литера А;здание лицея №395
Сосновая Поляна;1100;Тамбасова улица, дом 2, корпус 4;здание школы №252
Сосновая Поляна;1101;Тамбасова улица, дом 2, корпус 4;здание школы №252
Сосновая Поляна;1102;Тамбасова улица, дом 2, корпус 4;здание школы №252
Сосновское;378;улица Сикейроса, дом 17, корпус 1, литера А;ГОУ СОШ №101
Сосновское;379;улица Сикейроса, дом 19, корпус 1, литера А;ГОУ СОШ №468
Сосновское;380;улица Сикейроса, дом 17, корпус 1, литера А;ГОУ СОШ №101
Сосновское;381;проспект Художников, дом 9, корпус 3, литера А;ГОУ СОШ №60
Сосновское;382;улица Сикейроса, дом 19, корпус 1, литера А;ГОУ СОШ №468
Сосновское;383;улица Сикейроса, дом 5, корпус 2, литера А;ГОУ СОШ №90
Сосновское;384;улица Сикейроса, дом 5, корпус 2, литера А;ГОУ СОШ №90
Сосновское;385;улица Сантьяго-де-Куба, дом 4, корпус 2, литера А;Дворец детского и юношеского творчества
Сосновское;386;улица Сантьяго-де-Куба, дом 4, корпус 2, литера А;Дворец детского и юношеского творчества
Сосновское;387;проспект Художников, дом 9, корпус 3, литера А;ГОУ СОШ №60
Сосновское;388;проспект Художников, дом 9, корпус 3, литера А;ГОУ СОШ №60
Сосновское;389;проспект Художников, дом 9, корпус 3, литера А;ГОУ СОШ №60
Сосновское;390;улица Сикейроса, дом 5, корпус 2, литера А;ГОУ СОШ №90
Сосновское;391;улица Сикейроса, дом 5, корпус 2, литера А;ГОУ СОШ №90
Сосновское;392;проспект Энгельса, дом 115, корпус 2, литера А;ГОУ СОШ №73
Сосновское;393;проспект Энгельса, дом 115, корпус 2, литера А;ГОУ СОШ №73
Сосновское;394;улица Сикейроса, дом 17, корпус 1, литера А;ГОУ СОШ №101
Сосновское;395;проспект Энгельса, дом 115, корпус 2, литера А;ГОУ СОШ №73
Сосновское;396;улица Есенина, дом 7;помещение МО Сосновское
Сосновское;397;проспект Энгельса, дом 115, корпус 2, литера А;ГОУ СОШ №73
Сосновское;398;Учебный переулок, дом 8, корпус 2, литера А;ГОУ СОШ №65
Сосновское;399;Учебный переулок, дом 8, корпус 2, литера А;ГОУ СОШ №65
Сосновское;400;Учебный переулок, дом 8, корпус 2, литера А;ГОУ СОШ №65
Сосновское;401;Учебный переулок, дом 8, корпус 2, литера А;ГОУ СОШ №65
Стрельна поселок;1674;Театральная аллея, дом 19;"СПб ГБПОУ ""Петродворцовый колледж"""
Стрельна поселок;1675;Санкт-Петербургское шоссе, дом 69;Галерея Львовского дворца
Стрельна поселок;1676;улица Орловская, дом 2;Библиотека семейного чтения имени Юрия Инге
Стрельна поселок;1677;Волхонское шоссе, дом 26, литер А;ГБОУ школа №413
Стрельна поселок;1678;Санкт-Петербургское шоссе, дом 102а, литер А;ГБОУ школа №421
Стрельна поселок;1679;Санкт-Петербургское шоссе, дом 102а, литер А;ГБОУ школа №421
Стрельна поселок;1680;Санкт-Петербургское шоссе, дом 77;школа - интернат №49
Ульянка;757;проспект Ветеранов, дом 87, корпус 2, литера А;школа №392
Ульянка;758;проспект Ветеранов, дом 87, корпус 2, литера А;школа №392
Ульянка;759;Козлова улица, дом 37, корпус 1, литера А;школа №250
Ульянка;760;Козлова улица, дом 37, корпус 1, литера А;школа №250
Ульянка;761;Козлова улица, дом 47, корпус 1, литера А;школа №506
Ульянка;762;Козлова улица, дом 47, корпус 1, литера А;школа №506
Ульянка;763;улица Солдата Корзуна, дом 15, корпус 2, литера А;школа №251
Ульянка;764;улица Солдата Корзуна, дом 15, корпус 2, литера А;школа №251
Ульянка;765;проспект Ветеранов, дом 80, литера А;лицей №244
Ульянка;766;проспект Ветеранов, дом 80, литера А;лицей №244
Ульянка;767;проспект Ветеранов, дом 80, литера А;лицей №244
Ульянка;768;улица Стойкости, дом 17, корпус 2;школа №223
Ульянка;769;улица Стойкости, дом 17, корпус 2;школа №223
Ульянка;770;улица Солдата Корзуна, дом 15, корпус 2, литера А;школа №251
Ульянка;771;проспект Ветеранов, дом 87, корпус 2, литера А;школа №392
Ульянка;772;Бурцева улица, дом 12, литера А;школа №240
Ульянка;773;Бурцева улица, дом 12, литера А;школа №240
Ульянка;774;Бурцева улица, дом 12, литера А;школа №240
Ульянка;775;Бурцева улица, дом 9, литера А;школа №254
Ульянка;776;Бурцева улица, дом 9, литера А;школа №254
Ульянка;777;проспект Ветеранов, дом 114, корпус 2, литера А;лицей №378
Ульянка;778;проспект Ветеранов, дом 114, корпус 2, литера А;лицей №378
Ульянка;779;проспект Ветеранов, дом 114, корпус 2, литера А;лицей №378
Ульянка;780;улица Стойкости, дом 30/2;ГБУ НПО СПб Реставрационно-художественный профессиональный лицей
Ульянка;781;улица Стойкости, дом 33, литера А;школа №283
Ульянка;782;улица Стойкости, дом 30/2;ГБУ НПО СПб Реставрационно-художественный профессиональный лицей
Ульянка;783;улица Стойкости, дом 33, литера А;школа №283
Ульянка;784;улица Стойкости, дом 28, корпус 2;ГБОУ Колледж водных ресурсов
Ульянка;785;улица Стойкости, дом 17, корпус 2;школа №223
Ульянка;786;проспект Ветеранов, дом 114, корпус 2, литера А;лицей №378
Урицк;1145;Чекистов улица, дом 18;"СПб ГБПОУ ""МК №2"""
Урицк;1146;Чекистов улица, дом 18;"СПб ГБПОУ ""МК №2"""
Урицк;1147;Авангардная улица, дом 21, литера А;ГБОУ СОШ №383
Урицк;1148;Авангардная улица, дом 21, литера А;ГБОУ СОШ №383
Урицк;1149;Авангардная улица, дом 43;ГБОУ СОШ №237
Урицк;1150;Авангардная улица, дом 43;ГБОУ СОШ №237
Урицк;1151;Авангардная улица, дом 43;ГБОУ СОШ №237
Урицк;1152;Авангардная улица, дом 43;ГБОУ СОШ №237
Урицк;1153;Авангардная улица, дом 43;ГБОУ СОШ №237
Урицк;1154;Добровольцев улица, дом 8;ГБОУ СОШ №208
Урицк;1155;Добровольцев улица, дом 8;ГБОУ СОШ №208
Урицк;1156;Добровольцев улица, дом 8;ГБОУ СОШ №208
Урицк;1157;Добровольцев улица, дом 8;ГБОУ СОШ №208
Урицк;1158;Отважных улица, дом 6;"Филиал №6 ФБУЗ ""Центр гигиены и эпидемиологии в городе Санкт-Петербург"""
Урицк;1159;Добровольцев улица, дом 60, корпус 2, литера А;ГБОУ гимназия №399
Урицк;1160;Ветеранов проспект, дом 140, корпус 2;ГБОУ СОШ №217
Урицк;1161;Ветеранов проспект, дом 140, корпус 2;ГБОУ СОШ №217
Урицк;1162;Добровольцев улица, дом 60, корпус 2, литера А;ГБОУ гимназия №399
Урицк;1163;Добровольцев улица, дом 60, корпус 2, литера А;ГБОУ гимназия №399
Финляндский округ;512;Арсенальная набережная, дом 13/1;фойе Концертного зала
Финляндский округ;513;Арсенальная набережная, дом 13/1;фойе Концертного зала
Финляндский округ;514;Финский переулок, дом 7;помещение Совета ветеранов
Финляндский округ;515;Кондратьевский проспект, дом 46;технический колледж управления и коммерции
Финляндский округ;516;Лабораторная улица, дом 15;садово-архитектурный колледж
Финляндский округ;517;Замшина улица, дом 14;лицей №126
Финляндский округ;518;Федосеенко улица, дом 28;лицей №126
Финляндский округ;519;Федосеенко улица, дом 28;лицей №126
Финляндский округ;520;Федосеенко улица, дом 28;лицей №126
Финляндский округ;521;Полюстровский проспект, дом 33, корпус 3;школа №138
Финляндский округ;522;Пискаревский проспект, дом 14;школа №139
Финляндский округ;523;Пискаревский проспект, дом 14;школа №139
Финляндский округ;524;Антоновская улица, дом 16;школа №138
Финляндский округ;525;Замшина улица, дом 17;педагогический колледж №4
Финляндский округ;526;Антоновская улица, дом 16;школа №138
Финляндский округ;527;Замшина улица, дом 58, корпус 2;школа №186
Финляндский округ;528;Герасимовская улица, дом 5;школа-интернат №28
Финляндский округ;529;Замшина улица, дом 58, корпус 2;школа №186
Финляндский округ;530;Замшина улица, дом 31, корпус 2;школа №146
Финляндский округ;531;Замшина улица, дом 31, корпус 2;школа №146
Финляндский округ;573;Арсенальная набережная, дом 13/1;Администрация Калининского района Санкт-Петербурга
Финляндский округ;2283;Полюстровский проспект, дом 61;оптико-механический лицей
Черная речка;1793;Школьная улица, дом 66;школа №44
Черная речка;1794;Школьная улица, дом 66;школа №44
Черная речка;1795;Приморский проспект, дом 63;Санкт-Петербургский экономико-технологический колледж питания
Черная речка;1796;Школьная улица, дом 19;школа №53
Черная речка;1797;Школьная улица, дом 13;гимназия №631
Черная речка;1798;Школьная улица, дом 13;гимназия №631
Черная речка;1799;Школьная улица, дом 19;школа №53
Черная речка;1800;Савушкина улица, дом 5;Медицинское училище №9
Черная речка;1801;Новосибирская улица, дом 16/2;гимназия №116
Черная речка;1802;Новосибирская улица, дом 16/2;гимназия №116
Черная речка;1803;Омская улица, дом 16;школа №109
Черная речка;1804;Омская улица, дом 17;Детская школа искусств им. В.А. Гаврилина
Черная речка;1805;Омская улица, дом 17;Детская школа искусств им. В.А. Гаврилина
Черная речка;1806;Торжковская улица, дом 10 А;школа №113
Черная речка;1807;Торжковская улица, дом 10 А;школа №113
Черная речка;1808;Торжковская улица, дом 30 А;"Детско-подростковый ""Молодежный творческий Форум Китеж плюс"" СПб"
Черная речка;1809;Сердобольская улица, дом 50/52;школа №106
Черная речка;1810;Сердобольская улица, дом 50/52;школа №106
Чкаловское;1654;улица Новоладожская, дом 8;ГБОУ Центр образования №173
Чкаловское;1655;улица Красного Курсанта, дом 18;Спорткомплекс ВКА имени Можайского
Чкаловское;1656;Чкаловский проспект, дом 22;ГОУ СОШ №51
Чкаловское;1657;Чкаловский проспект, дом 22;ГОУ СОШ №51
Чкаловское;1658;улица Большая Зеленина, дом 30;ГОУ СОШ №25
Чкаловское;1659;проспект Динамо, дом 14;гимназия №56
Чкаловское;1660;улица Профессора Попова, дом 37 Б;СПб ГЭТУ
Чкаловское;1661;улица Пудожская, дом 4 Б;гимназия №56
Чкаловское;1662;Левашовский проспект, дом 5;ГОУ СОШ №55
Чкаловское;1663;Чкаловский проспект, дом 25 А;Областной институт развития образования
Чкаловское;1664;Песочная набережная, дом 14 Б;ГБОУ школа-интернат №20 Петроградского района
Шувалово-Озерки;252;Выборгское шоссе, дом 7, корпус 2, литера А;здание школы №622
Шувалово-Озерки;253;Выборгское шоссе, дом 7, корпус 2, литера А;здание школы №622
Шувалово-Озерки;254;Выборгское шоссе, дом 7, корпус 2, литера А;здание школы №622
Шувалово-Озерки;255;улица Асафьева, дом 7, корпус 2, литера А;здание школы №463
Шувалово-Озерки;256;улица Асафьева, дом 7, корпус 2, литера А;здание школы №463
Шувалово-Озерки;257;улица Асафьева, дом 7, корпус 2, литера А;здание школы №463
Шувалово-Озерки;258;улица Асафьева, дом 6, корпус 1, литера А;здание школы №457
Шувалово-Озерки;259;улица Асафьева, дом 6, корпус 1, литера А;здание школы №457
Шувалово-Озерки;260;улица Асафьева, дом 7, корпус 2, литера А;здание школы №463
Шувалово-Озерки;261;улица Асафьева, дом 7, корпус 2, литера А;здание школы №463
Шувалово-Озерки;262;улица Асафьева, дом 6, корпус 1, литера А;здание школы №457
Шувалово-Озерки;263;улица Асафьева, дом 6, корпус 1, литера А;здание школы №457
Шувалово-Озерки;264;улица Композиторов, дом 11, корпус 2, литера А;здание школы №486
Шувалово-Озерки;265;улица Композиторов, дом 11, корпус 2, литера А;здание школы №486
Шувалово-Озерки;266;улица Композиторов, дом 11, корпус 2, литера А;здание школы №486
Шувалово-Озерки;267;улица Композиторов, дом 11, корпус 2, литера А;здание школы №486
Шувалово-Озерки;268;улица Композиторов, дом 11, корпус 2, литера А;здание лицея №486
Шувалово-Озерки;269;проспект Просвещения, дом 32, корпус 4, литера А;здание школы №488
Шувалово-Озерки;270;проспект Просвещения, дом 32, корпус 4, литера А;здание школы №488
Шувалово-Озерки;271;улица Шостаковича, дом 3, корпус 2, литера А;здание школы №483
Шувалово-Озерки;272;улица Шостаковича, дом 3, корпус 2, литера А;здание школы №483
Шувалово-Озерки;273;проспект Просвещения, дом 32, корпус 4, литера А;здание школы №488
Шувалово-Озерки;274;улица Симонова, дом 8, корпус 1, литера А;здание школы №94
Шувалово-Озерки;275;улица Симонова, дом 8, корпус 1, литера А;здание школы №94
Шувалово-Озерки;276;улица Симонова, дом 8, корпус 2, литера А;здание школы №558
Шувалово-Озерки;277;улица Симонова, дом 8, корпус 1, литера А;здание школы №94
Шувалово-Озерки;278;улица Симонова, дом 8, корпус 2, литера А;здание школы №558
Шувалово-Озерки;279;улица Композиторов, дом 22, корпус 2, литера А;здание школы №494
Шувалово-Озерки;280;улица Композиторов, дом 22, корпус 2, литера А;здание школы №494
Шувалово-Озерки;281;улица Композиторов, дом 22, корпус 3, литера А;здание школы №487
Шувалово-Озерки;282;улица Композиторов, дом 22, корпус 2, литера А;здание школы №494
Шувалово-Озерки;283;улица Композиторов, дом 22, корпус 3, литера А;здание школы №487
Шувалово-Озерки;284;улица Жени Егоровой, дом 10, корпус 2, литера А;здание школы №453
Шувалово-Озерки;285;улица Жени Егоровой, дом 10, корпус 2, литера А;здание школы №453
Шувалово-Озерки;286;улица Жени Егоровой, дом 10, корпус 2, литера А;здание школы №453
Шувалово-Озерки;287;улица Жени Егоровой, дом 10, корпус 2, литера А;здание школы №453
Шувалово-Озерки;288;улица Поклонногорская, дом 17/2, литера А;здание школы №102
Шушары поселок;1994;Первомайская улица, дом 6, литера А;ГБОУ СОШ №459
Шушары поселок;1995;Школьная улица, дом 19;ГБОУ школа №93
Шушары поселок;1996;Школьная улица, дом 19;ГБОУ школа №93
Шушары поселок;1997;"Пулковское отделение СПК ""Шушары"", дом 30, подъезд 5";Жилой дом
Шушары поселок;1998;Первомайская улица, дом 1, литера А;Санкт-Петербургский университет управления и экономики
Шушары поселок;1999;Пушкинская улица, дом 1;ГБОУ СОШ №459
Шушары поселок;2000;Ленсоветовский, дом 19, литера А;ГБОУ ООШ №460
Шушары поселок;2001;Ленсоветовский, дом 33;ГБОУ детский сад № 24
Шушары поселок;2002;Волховская улица (Новая Ижора), дом 3;ГБОУ СОШ №257
Шушары поселок;2003;Колпинское шоссе (Славянка), дом 12, корпус 3;ГБОУ детский сад №41
Шушары поселок;2004;Колпинское шоссе (Славянка), дом 20, корпус 3;ГБОУ СОШ №511
Шушары поселок;2005;Колпинское шоссе (Славянка), дом 20, корпус 3;ГБОУ СОШ №511
Шушары поселок;2006;Колпинское шоссе (Славянка), дом 20, корпус 3;ГБОУ СОШ №511
Шушары поселок;2007;Центральная улица (Детскосельский), дом 17;Дом культуры СПК «Детскосельский»
Шушары поселок;2008;Центральная улица (Детскосельский), дом 17;Дом культуры СПК «Детскосельский»
Шушары поселок;2009;Центральная улица (Детскосельский), дом 6;ГБОУ СОШ №297
Шушары поселок;2011;Изборская улица (Славянка), дом 4, корпус 2;ГБОУ школа №604
Шушары поселок;2012;Ростовская улица (Славянка), дом 23, корпус 2;ГБОУ школа №645
Шушары поселок;2013;Ростовская улица (Славянка), дом 23, корпус 2;ГБОУ школа №645
Шушары поселок;2014;Изборская улица (Славянка), дом 4, корпус 2;ГБОУ школа №604
Шушары поселок;2015;Колпинское шоссе (Славянка), дом 20, корпус 3;ГБОУ СОШ №511
Шушары поселок;2016;Ростовская улица (Славянка), дом 23, корпус 2;ГБОУ школа №645
Шушары поселок;2017;Изборская улица (Славянка), дом 4, корпус 2;ГБОУ школа №604
Шушары поселок;2018;Изборская улица (Славянка), дом 4, корпус 2;ГБОУ школа №604
Шушары поселок;2019;Ленсоветовский, дом 19, литера А;ГБОУ ООШ №460
Шушары поселок;2020;Первомайская улица, дом 6, литера А;ГБОУ СОШ №459
Шушары поселок;2021;Пушкинская улица, дом 1;ГБОУ СОШ №459
Шушары поселок;2022;Школьная улица, дом 19;ГБОУ школа №93
Юго-Запад;1058;Петергофское шоссе, дом 5, корпус 3;здание школы экономики и права
